[     135ms] [INFO] %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold @ http://localhost:3000/node_modules/.vite/deps/react-dom-BEjadErz.js?v=d60f55b8:17230
[     240ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://localhost:3000/api/overview/health:0
[     251ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://localhost:3000/api/overview/health:0
[   26150ms] [LOG] [vite] server connection lost. Polling for restart... @ http://localhost:3000/@vite/client:992
[   26151ms] [ERROR] Failed to load resource: net::ERR_INCOMPLETE_CHUNKED_ENCODING @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
[   26151ms] [ERROR] Failed to load resource: net::ERR_INCOMPLETE_CHUNKED_ENCODING @ http://localhost:3000/api/eps/stream:0
[   30190ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/overview/health:0
[   31154ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/eps/stream:0
[   31154ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
[   36158ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/eps/stream:0
[   36159ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
[   41164ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/eps/stream:0
[   41164ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
[   46168ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/eps/stream:0
[   46168ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
[   51172ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/eps/stream:0
[   51172ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
[   56176ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/eps/stream:0
[   56177ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
[   60191ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/overview/health:0
[   61180ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/eps/stream:0
[   61180ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/api/ha-correlated-findings/stream?token=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImF1dGgiOiJST0xFX0FETUlOLFJPTEVfVVNFUiIsImF1dGhlbnRpY2F0ZWQiOnRydWUsImV4cCI6MTc4NjE1ODg5NX0.BPtJKkRGNJZYCdqTel8VmkjLYlencIcMSPAoDzC1tUsBRTo7oxeWCCgaVf2lTisXznnMfWVCYaaz6RjvPKAipQ:0
